mssv,namsinh,gioitinh,namnhaphoc,hieusotuoi,khoahoc,lopsh,hedt,dien_tt,loaitruong,khuvuc,diachi_tinhtp,xeploai_diemtt,avxl,diem_tt,diemchuan_dgnl,dtbhk1,dtbhk2,dtbhk3,dtbhk4,dtbhk5,dtbhk6,dtbhk7,dtbhk8,dtbhk9,dtbhk10,dtbhk11,dtbhk12,xeploai_hk1,xeploai_hk2,xeploai_hk3,xeploai_hk4,xeploai_hk5,xeploai_hk6,xeploai_hk7,xeploai_hk8,xeploai_hk9,xeploai_hk10,xeploai_hk11,xeploai_hk12
7B504100XPvAibaEXe/3r71QULrjpzFwgPRTddxt,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 2, Phường Hiệp Thành,3,ENG04,870.0,800.0,8.51,9.06,7.56,7.97,8.19,7.93,,,,,,,Giỏi,Xuất sắc,Khá,Khá,Giỏi,Khá,,,,,,
3191DD1DXPvAibaEXe8d5+4VMyfVsEs/NZSnBf3T,2001.0,1.0,2019.0,0.0,14.0,KTMT2019,CQUI,6,THPT,Khu vực 3, Quận 9,2,PASS_ENG03,914.0,870.0,7.35,6.07,6.17,7.38,6.61,6.67,,,,,,,Khá,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Trung bình khá,,,,,,
046DFC1EXPvAibaEXe8d5+4VMyfVsJ8BKuqNRrBF,2001.0,1.0,2019.0,0.0,14.0,KHDL2019,CQUI,6,Chuyên,Khu vực 1, Tỉnh Lâm Đồng,3,ENG03,902.0,870.0,7.04,7.58,7.59,8.35,8.16,8.14,,,,,,,Khá,Khá,Khá,Giỏi,Giỏi,Giỏi,,,,,,
043B0CDAXPvAibaEXe8d5+4VMyfVsO7O83z9K9IN,2001.0,1.0,2019.0,0.0,14.0,KHDL2019,CQUI,6,THPT,Khu vực 2, Tỉnh Khánh Hòa,3,PASS_ENG03,894.0,870.0,6.76,7.42,7.03,7.76,7.91,7.19,,,,,,,Trung bình khá,Khá,Khá,Khá,Khá,Khá,,,,,,
191FE729XPvAibaEXe8d5+4VMyfVsO+g/Xp/uhNU,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,THPT,Khu vực 1, Tỉnh Bình Thuận,3,ENG04,904.0,890.0,8.29,8.91,8.27,7.75,6.81,8.64,,,,,,,Giỏi,Giỏi,Giỏi,Khá,Trung bình khá,Giỏi,,,,,,
F61CE184XPvAibaEXe/GVRoDkKDPXgvDEVgcr6v0,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG04,814.0,800.0,7.49,6.9,6.67,8.11,8.45,7.61,,,,,,,Khá,Trung bình khá,Trung bình khá,Giỏi,Giỏi,Khá,,,,,,
6423B8A9XPvAibaEXe/GVRoDkKDPXhJWdZfcImVT,2001.0,0.0,2019.0,0.0,14.0,ATTT2019,CQUI,6,Chuyên,Khu vực 1, Tỉnh Đắk Lắk,1,PASS_ENG03,1020.0,900.0,7.05,7.65,5.69,8.16,7.6,6.77,,,,,,,Khá,Khá,Trung bình,Giỏi,Khá,Trung bình khá,,,,,,
1AAD56D8XPvAibaEXe/GVRoDkKDPXkbr2OFBAZ0t,2001.0,1.0,2019.0,0.0,14.0,CTTT2019.1,CTTT,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG05,796.0,750.0,6.99,7.68,8.34,8.64,7.54,6.81,,,,,,,Trung bình khá,Khá,Giỏi,Giỏi,Khá,Trung bình khá,,,,,,
F87E2E9CXPvAibaEXe9OPLPOPVklDNOedsCbmbbX,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENGBT,878.0,800.0,8.07,8.4,7.19,7.81,8.29,7.5,,,,,,,Giỏi,Giỏi,Khá,Khá,Giỏi,Khá,,,,,,
CBC6368EXPvAibaEXe8iOnzuCL8V+K3yqNXTpmpU,2001.0,1.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,Chuyên,Khu vực 2, Tỉnh Khánh Hòa,2,PASS_ENG03,916.0,840.0,8.78,8.42,7.29,8.95,,,,,,,,,Giỏi,Giỏi,Khá,Giỏi,,,,,,,,
7A6599ABXPvAibaEXe8iOnzuCL8V+PjT1K+oDuKz,2001.0,1.0,2019.0,0.0,14.0,KHCL2019.2,CLC,6,THCS&THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG05,966.0,900.0,8.19,6.55,7.48,8.42,8.89,8.65,,,,,,,Giỏi,Trung bình khá,Khá,Giỏi,Giỏi,Giỏi,,,,,,
1A53C555XPvAibaEXe8iOnzuCL8V+LujZHvUu4lJ,2001.0,1.0,2019.0,0.0,14.0,KTPM2019,CQUI,6,THPT,Khu vực 2, Phường Bình Chuẩn,2,PASS_ENG03,966.0,960.0,8.45,8.33,8.34,8.16,8.75,8.2,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
9F742D38XPvAibaEXe/i44g6992J0zPB0kzUH/Wd,2001.0,1.0,2019.0,0.0,14.0,CNCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG03,776.0,750.0,7.82,6.39,6.14,4.14,,,,,,,,,Khá,Trung bình khá,Trung bình khá,Yếu,,,,,,,,
0356BA29XPvAibaEXe/i44g6992J04DlKo1DQNSP,2001.0,1.0,2019.0,0.0,14.0,HTTT2019,CQUI,6,THPT,Khu vực 2 NT, Tỉnh Vĩnh Long,3,PASS_ENG03,865.0,860.0,7.85,8.24,8.11,8.64,8.5,8.98,,,,,,,Khá,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
49318D12XPvAibaEXe8blaTjeDit3xlAQOJghcps,2001.0,1.0,2019.0,0.0,14.0,CNTT2019,CQUI,6,THPT,Khu vực 3, Quận 9,2,ENG02,956.0,950.0,8.46,7.85,7.56,8.21,8.35,8.32,,,,,,,Giỏi,Khá,Khá,Giỏi,Giỏi,Giỏi,,,,,,
2A67FC28XPvAibaEXe8Z5hiNBvM0RQ+3kAQPph7F,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 3, Thị xã Dĩ An,4,ENG05,824.0,800.0,5.72,7.25,6.65,7.45,8.07,7.49,,,,,,,Trung bình,Khá,Trung bình khá,Khá,Giỏi,Khá,,,,,,
0330BA3CXPvAibaEXe8Z5hiNBvM0RW96I9r3cKzN,2001.0,0.0,2019.0,0.0,14.0,TMĐT2019,CQUI,6,THPT,Khu vực 1, Tỉnh Lâm Đồng,2,PASS_ENG03,943.0,900.0,8.75,8.54,8.74,8.67,8.74,8.25,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
E1D71D8BXPvAibaEXe8Z5hiNBvM0Rc196Wwi5j89,2001.0,1.0,2019.0,0.0,14.0,KTPM2019,CQUI,6,THPT,Khu vực 2, Huyện Bình Lục,1,PASS_ENG03,997.0,960.0,8.89,8.91,8.29,8.3,8.76,8.25,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
B5B424D8XPvAibaEXe/pj/zSBjVU9DCaJOfaPTQI,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,THPT,Khu vực 2, Thành phố Hồ Chí Minh,2,ENG05,955.0,890.0,6.73,5.6,6.09,6.66,8.29,7.32,,,,,,,Trung bình khá,Trung bình,Trung bình khá,Trung bình khá,Giỏi,Khá,,,,,,
54F70EB4XPvAibaEXe/pj/zSBjVU9H0I9Q8LuhmG,2001.0,1.0,2019.0,0.0,14.0,KHMT2019,CQUI,6,THPT,Khu vực 2 NT, Huyện Hoài Nhơn,1,ENG03,983.0,980.0,8.75,8.33,7.86,8.8,8.89,8.2,,,,,,,Giỏi,Giỏi,Khá,Giỏi,Giỏi,Giỏi,,,,,,
379C0BF8XPvAibaEXe/pj/zSBjVU9OPAQV660lHU,2001.0,1.0,2019.0,0.0,14.0,KHDL2019,CQUI,6,Chuyên,Khu vực 2, Tỉnh Tây Ninh,3,PASS_ENG03,879.0,870.0,9.18,8.16,8.74,9.09,8.97,9.09,,,,,,,Xuất sắc,Giỏi,Giỏi,Xuất sắc,Giỏi,Xuất sắc,,,,,,
39B31C42XPvAibaEXe/pj/zSBjVU9Eh1ttjFLR6l,2001.0,1.0,2019.0,0.0,14.0,KTPM2019,CQUI,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,1,PASS_ENG03,1006.0,960.0,8.75,8.32,7.61,6.99,8.23,7.11,,,,,,,Giỏi,Giỏi,Khá,Trung bình khá,Giỏi,Khá,,,,,,
66EB0E4FXPvAibaEXe+Dzz08DYrYWVxgTGzK1uC2,2001.0,1.0,2019.0,0.0,14.0,CNTT2019,CQUI,6,THPT,Khu vực 1, Tỉnh Đắk Lắk,2,ENG02,970.0,950.0,8.89,8.66,8.47,8.78,9.2,9.02,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Xuất sắc,Xuất sắc,,,,,,
A15ECD7BXPvAibaEXe+Dzz08DYrYWevCepZfGE5n,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,THCS&THPT,Khu vực 3, Tỉnh Khánh Hòa,2,ENG03,918.0,890.0,8.84,9.24,8.53,8.52,8.6,7.87,7.87,0.0,,,,,Giỏi,Xuất sắc,Giỏi,Giỏi,Giỏi,Khá,Khá,Kém,,,,
E21EFC01XPvAibaEXe+Dzz08DYrYWXWMNkTLsBop,2001.0,0.0,2019.0,0.0,14.0,ATTT2019,CQUI,6,THPT,Khu vực 2 NT, Tỉnh Vĩnh Phúc,2,ENG03,937.0,900.0,6.08,7.29,7.9,8.42,8.33,6.98,,,,,,,Trung bình khá,Khá,Khá,Giỏi,Giỏi,Trung bình khá,,,,,,
8934FB8DXPvAibaEXe8NShKJ2y7VAgoUnB3rzeR5,2001.0,1.0,2019.0,0.0,14.0,MMCL2019.1,CLC,6,Chuyên,Khu vực 1, Tỉnh Lâm Đồng,1,ENG05,991.0,750.0,8.21,8.71,8.65,8.56,8.93,9.16,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Xuất sắc,,,,,,
303A0E8EXPvAibaEXe8NShKJ2y7VApnIAwSP7ehi,2001.0,1.0,2019.0,0.0,14.0,MMCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG02,921.0,750.0,8.6,9.17,8.11,9.03,8.34,8.57,,,,,,,Giỏi,Xuất sắc,Giỏi,Xuất sắc,Giỏi,Giỏi,,,,,,
260AFCA8XPvAibaEXe8NShKJ2y7VArtvJAPpf0wY,2001.0,1.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,THPT,Khu vực 3, Quận Thủ Đức,2,PASS_ENG03,945.0,840.0,8.46,7.44,7.68,7.94,7.75,6.79,,,,,,,Giỏi,Khá,Khá,Khá,Khá,Trung bình khá,,,,,,
56A02559XPvAibaEXe9C4sLv8jLDI6uI7KOaVZT+,2001.0,0.0,2019.0,0.0,14.0,HTCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG03,914.0,750.0,8.83,8.37,8.59,8.93,8.93,8.66,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
CCB095B0XPvAibaEXe8Pc6kxKoLNaa6eF/lKAGGW,1997.0,1.0,2019.0,-4.0,14.0,KHDL2019,CQUI,6,THPT,Khu vực 2 NT, Thành phố Tây Ninh,3,PASS_ENG03,882.0,870.0,8.68,8.96,8.17,8.39,8.65,7.82,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Khá,,,,,,
33015337XPvAibaEXe8Pc6kxKoLNadoHskZzYDIY,2001.0,1.0,2019.0,0.0,14.0,CNCL2019.1,CLC,6,THCS&THPT,Khu vực 3, Tỉnh Bà Rịa - Vũng Tàu,3,ENG05,893.0,750.0,9.03,8.15,8.53,8.03,8.37,9.29,,,,,,,Xuất sắc,Giỏi,Giỏi,Giỏi,Giỏi,Xuất sắc,,,,,,
F546660AXPvAibaEXe8xcSmc61U16Kjc+usnct+1,2001.0,1.0,2019.0,0.0,14.0,CNTT2019,CQUI,6,THPT,Khu vực 1, Tỉnh Phú Yên,2,ENG03,957.0,950.0,8.62,8.62,7.72,8.71,8.14,8.36,,,,,,,Giỏi,Giỏi,Khá,Giỏi,Giỏi,Giỏi,,,,,,
49EE5BF0XPvAibaEXe8xcSmc61U16HrHDDt0q6Oc,2001.0,1.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,THPT,Khu vực 2, Tỉnh Bà Rịa - Vũng Tàu,3,ENG03,899.0,840.0,7.75,7.43,8.08,7.79,7.23,7.79,,,,,,,Khá,Khá,Giỏi,Khá,Khá,Khá,,,,,,
AA4B5A71XPvAibaEXe8xcSmc61U16MAMNcJgVi6V,2001.0,1.0,2019.0,0.0,14.0,KTMT2019,CQUI,6,THPT,Khu vực 2, Tỉnh Quảng Ngãi,2,PASS_ENG03,924.0,870.0,7.29,6.62,6.11,7.64,7.76,7.2,,,,,,,Khá,Trung bình khá,Trung bình khá,Khá,Khá,Khá,,,,,,
732C7246XPvAibaEXe/R8wKTWV7vqhPsWzFUBah5,2000.0,1.0,2019.0,-1.0,14.0,KTMT2019,CQUI,6,THPT,Khu vực 1, Tỉnh Bình Phước,2,PASS_ENG03,919.0,870.0,6.29,5.78,5.87,7.48,7.14,5.45,,,,,,,Trung bình khá,Trung bình,Trung bình,Khá,Khá,Trung bình,,,,,,
B72FC904XPvAibaEXe+oM1KMvbbnDO/T+VJFcoqm,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,Chuyên,Khu vực 2, Tỉnh Phú Yên,3,ENG05,892.0,890.0,7.04,4.52,4.4,6.14,7.53,4.93,,,,,,,Khá,Yếu,Yếu,Trung bình khá,Khá,Yếu,,,,,,
1284DE58XPvAibaEXe+oM1KMvbbnDETxQPWUtba/,2001.0,1.0,2019.0,0.0,14.0,HTCL2019.1,CLC,6,THCS&THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG03,802.0,750.0,5.23,5.43,6.43,6.8,7.15,5.03,,,,,,,Trung bình,Trung bình,Trung bình khá,Trung bình khá,Khá,Trung bình,,,,,,
B688B7ABXPvAibaEXe9TsFVy3uGUgZaATzSyO/Ux,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG05,823.0,800.0,9.0,8.79,8.48,8.34,9.12,7.64,,,,,,,Xuất sắc,Giỏi,Giỏi,Giỏi,Xuất sắc,Khá,,,,,,
5DE3F10BXPvAibaEXe9TsFVy3uGUgaCtXYNIBrVs,2001.0,1.0,2019.0,0.0,14.0,MMCL2019.1,CLC,6,THPT,Khu vực 3, Quận 12,4,ENG02,773.0,750.0,3.33,2.61,3.09,0.13,,,,,,,,,Kém,Kém,Kém,Kém,,,,,,,,
E4887E52XPvAibaEXe/Cb60Jy+AEma6DFQCDnh5J,2001.0,1.0,2019.0,0.0,14.0,MTCL2019.1,CLC,6,THPT,Khu vực 2, Thị xã Dĩ An,4,ENG02,778.0,750.0,7.97,8.3,7.31,8.27,8.41,7.89,,,,,,,Khá,Giỏi,Khá,Giỏi,Giỏi,Khá,,,,,,
A487802CXPvAibaEXe9PaZSVcf3BghSRruqZgqqy,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 2 NT, Huyện Châu Thành,3,ENG03,874.0,800.0,8.95,8.87,8.43,8.55,8.54,8.57,8.85,0.0,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Kém,,,,
AF13CCE4XPvAibaEXe9PaZSVcf3Bgr15b1WXpmpz,2001.0,1.0,2019.0,0.0,14.0,CNCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG02,758.0,750.0,6.61,4.68,5.38,7.92,5.56,7.8,,,,,,,Trung bình khá,Yếu,Trung bình,Khá,Trung bình,Khá,,,,,,
5D6BB8E4XPvAibaEXe/HZd2ATF04tGTmtlsvkXMW,2001.0,1.0,2019.0,0.0,14.0,KHCL2019.1,CLC,6,THPT,Khu vực 3, Quận 9,2,ENG05,925.0,900.0,9.34,9.61,9.11,9.28,9.15,9.06,,,,,,,Xuất sắc,Xuất sắc,Xuất sắc,Xuất sắc,Xuất sắc,Xuất sắc,,,,,,
B507B5D1XPvAibaEXe/HZd2ATF04tBDESiZA5/UN,2001.0,1.0,2019.0,0.0,14.0,CNTT2019,CQUI,6,THCS&THPT,Khu vực 1, Tỉnh Đắk Nông,1,PASS_ENG03,990.0,950.0,2.09,2.8,2.56,0.0,,,,,,,,,Kém,Kém,Kém,Kém,,,,,,,,
5FF5373FXPvAibaEXe9SFfs6TdZlWSsTB+cj1iTY,2001.0,1.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,THPT,Khu vực 2, Thành phố Vũng Tàu,3,ENG03,851.0,840.0,8.04,6.85,7.89,8.55,8.43,8.27,,,,,,,Giỏi,Trung bình khá,Khá,Giỏi,Giỏi,Giỏi,,,,,,
B67D46A9XPvAibaEXe9SFfs6TdZlWe0G8BPPpbrx,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG05,913.0,800.0,8.6,8.72,8.32,8.68,8.94,7.98,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Khá,,,,,,
8A3E33A2XPvAibaEXe9jQXzUZ/B6BfSEY0i6opvJ,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENGBT,831.0,800.0,6.88,5.87,5.3,8.27,5.74,1.48,,,,,,,Trung bình khá,Trung bình,Trung bình,Giỏi,Trung bình,Kém,,,,,,
BC591447XPvAibaEXe9jQXzUZ/B6BfV6XDpCrRXQ,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,Chuyên,Khu vực 2, Tỉnh Long An,2,ENG04,917.0,890.0,8.94,9.05,8.72,8.79,9.19,8.33,,,,,,,Giỏi,Xuất sắc,Giỏi,Giỏi,Xuất sắc,Giỏi,,,,,,
A28D2C72XPvAibaEXe/A9ztpERERkJdR3AXBXOZz,2001.0,1.0,2019.0,0.0,14.0,KHTN2019,CNTN,6,THPT,Khu vực 2, Tỉnh Kiên Giang,2,ENG05,956.0,980.0,9.23,9.04,9.08,9.19,8.36,6.69,,,,,,,Xuất sắc,Xuất sắc,Xuất sắc,Xuất sắc,Giỏi,Trung bình khá,,,,,,
BCA48412XPvAibaEXe/A9ztpERERkECRtIhNIURG,2001.0,1.0,2019.0,0.0,14.0,TMCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG04,886.0,790.0,8.38,8.0,7.38,8.2,7.73,8.4,,,,,,,Giỏi,Giỏi,Khá,Giỏi,Khá,Giỏi,,,,,,
216B6058XPvAibaEXe8qxKHWIxudAHPrARlDQkkp,2001.0,1.0,2019.0,0.0,14.0,HTTT2019,CQUI,6,THPT,Khu vực 2 NT, Xã Long Phước,2,ENG02,922.0,860.0,5.3,6.82,5.74,6.88,8.0,7.82,,,,,,,Trung bình,Trung bình khá,Trung bình,Trung bình khá,Giỏi,Khá,,,,,,
F144F3D2XPvAibaEXe8qxKHWIxudAGGY+yzSLiq9,2001.0,1.0,2019.0,0.0,14.0,ATTT2019,CQUI,6,THPT,Khu vực 2 NT, Huyện Dầu Tiếng,2,ENG02,909.0,900.0,7.03,6.64,6.75,6.71,7.16,7.12,,,,,,,Khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Khá,,,,,,
742B1E08XPvAibaEXe8qxKHWIxudAKb8Z+/8qlwv,2001.0,1.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,PASS_ENG03,851.0,840.0,5.01,1.07,1.36,4.83,4.23,5.48,,,,,,,Trung bình,Kém,Kém,Yếu,Yếu,Trung bình,,,,,,
CB0A4300XPvAibaEXe8qxKHWIxudAD9fMhJAEj0f,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,Chuyên,Khu vực 2, Thành phố Hồ Chí Minh,4,ENG02,827.0,800.0,8.16,8.3,7.35,8.02,9.01,7.39,,,,,,,Giỏi,Giỏi,Khá,Giỏi,Xuất sắc,Khá,,,,,,
5FF73F9DXPvAibaEXe80jwV8UBfNhxiQYzMrRAUf,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 2, Tỉnh Đồng Nai,4,ENG05,810.0,800.0,6.22,5.97,6.9,7.9,7.65,7.22,,,,,,,Trung bình khá,Trung bình,Trung bình khá,Khá,Khá,Khá,,,,,,
45C77D1AXPvAibaEXe80jwV8UBfNh+MJrIfuqybY,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,THPT,Khu vực 2, Tỉnh Quảng Ngãi,2,ENG02,918.0,890.0,8.34,8.25,7.91,7.36,8.78,7.89,,,,,,,Giỏi,Giỏi,Khá,Khá,Giỏi,Khá,,,,,,
41A80A04XPvAibaEXe80jwV8UBfNh4Y98jA6nutB,2001.0,1.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,THPT,Khu vực 2 NT, Huyện Dầu Tiếng,3,ENG03,857.0,840.0,6.02,7.05,7.77,6.3,7.76,7.62,,,,,,,Trung bình khá,Khá,Khá,Trung bình khá,Khá,Khá,,,,,,
8FCFE45BXPvAibaEXe80jwV8UBfNh1ybAXX1sy30,2001.0,1.0,2019.0,0.0,14.0,KHDL2019,CQUI,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG03,903.0,870.0,8.55,8.56,7.92,8.4,8.61,8.74,,,,,,,Giỏi,Giỏi,Khá,Giỏi,Giỏi,Giỏi,,,,,,
E60BCA2EXPvAibaEXe9FR5ZajZxlow5Dphp2uGOC,2001.0,1.0,2019.0,0.0,14.0,MMCL2019.1,CLC,6,THCS&THPT,Khu vực 3, Huyện Ba Tri,3,ENG03,866.0,750.0,6.16,8.37,7.81,7.92,6.67,7.12,,,,,,,Trung bình khá,Giỏi,Khá,Khá,Trung bình khá,Khá,,,,,,
4A220421XPvAibaEXe9FR5ZajZxlo2NzI95fzis6,2001.0,1.0,2019.0,0.0,14.0,KHCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENGBT,932.0,900.0,9.27,9.18,8.94,9.09,9.52,8.49,,,,,,,Xuất sắc,Xuất sắc,Giỏi,Xuất sắc,Xuất sắc,Giỏi,,,,,,
8FFB4598XPvAibaEXe/YUZi7fAhqUBNw2bWJFCL3,2001.0,1.0,2019.0,0.0,14.0,KTPM2019,CQUI,6,THPT,Khu vực 2 NT, Huyện Bình Sơn,2,ENG03,982.0,960.0,8.24,7.75,7.98,7.75,8.52,8.16,,,,,,,Giỏi,Khá,Khá,Khá,Giỏi,Giỏi,,,,,,
F3A95D3EXPvAibaEXe/YUZi7fAhqUH9E0vOaqznd,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,THPT,Khu vực 2, Huyện Tân Thành,3,ENG04,897.0,890.0,9.15,9.32,8.68,8.36,9.08,8.02,,,,,,,Xuất sắc,Xuất sắc,Giỏi,Giỏi,Xuất sắc,Giỏi,,,,,,
A310C6DCXPvAibaEXe/IQnjJr55yYUYWCopS2Dq/,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,Chuyên,Khu vực 2, Tỉnh Khánh Hòa,2,ENGBT,969.0,890.0,8.73,8.54,7.08,7.1,7.4,7.49,,,,,,,Giỏi,Giỏi,Khá,Khá,Khá,Khá,,,,,,
43641E61XPvAibaEXe+oshwCJ2TOLyREAcHRMtGv,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,Chuyên,Khu vực 2, Huyện Châu Thành,2,ENG05,911.0,890.0,9.0,9.32,8.11,8.28,9.01,8.22,8.08,0.0,,,,,Xuất sắc,Xuất sắc,Giỏi,Giỏi,Xuất sắc,Giỏi,Giỏi,Kém,,,,
40F48AADXPvAibaEXe+oshwCJ2TOL7d26BCavJQf,2001.0,1.0,2019.0,0.0,14.0,KHCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Cần Thơ,2,ENG05,938.0,900.0,8.54,7.53,7.98,8.94,9.02,8.28,,,,,,,Giỏi,Khá,Khá,Giỏi,Xuất sắc,Giỏi,,,,,,
B3E4390BXPvAibaEXe9W37M5rySWmEqb+nLH1R9F,2001.0,1.0,2019.0,0.0,14.0,HTTT2019,CQUI,6,THPT,Khu vực 2, Tỉnh Bình Dương,2,ENG03,906.0,860.0,7.61,7.25,6.82,7.75,7.13,7.39,,,,,,,Khá,Khá,Trung bình khá,Khá,Khá,Khá,,,,,,
B5CCBDE2XPvAibaEXe9W37M5rySWmJ3nokrEOTgh,2001.0,1.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,THPT,Khu vực 2, Tỉnh Khánh Hòa,3,ENG02,848.0,840.0,7.22,6.5,7.09,7.62,8.36,7.08,,,,,,,Khá,Trung bình khá,Khá,Khá,Giỏi,Khá,,,,,,
1A6BD388XPvAibaEXe9W37M5rySWmDuKUH0x/6px,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,THPT,Khu vực 3, Tỉnh Bình Định,3,ENG03,897.0,890.0,8.14,7.29,4.17,1.2,,,,,,,,,Giỏi,Khá,Yếu,Kém,,,,,,,,
BFCBFAAEXPvAibaEXe+YbqS6wWaMivUkl/ywIT8S,2001.0,1.0,2019.0,0.0,14.0,KTPM2019,CQUI,6,THPT,Khu vực 2 NT, Huyện Long Điền,2,ENG03,982.0,960.0,8.46,8.61,7.2,7.8,8.04,7.71,,,,,,,Giỏi,Giỏi,Khá,Khá,Giỏi,Khá,,,,,,
E2DF889DXPvAibaEXe8GlonP+eXAf2l225RObC6d,2001.0,1.0,2019.0,0.0,14.0,KTPM2019,CQUI,6,THPT,Khu vực 2, Tỉnh Quảng Nam,1,PASS_ENG03,997.0,960.0,8.69,8.24,7.97,8.69,8.34,8.36,,,,,,,Giỏi,Giỏi,Khá,Giỏi,Giỏi,Giỏi,,,,,,
C21EC537XPvAibaEXe//oOov2hCsiYpEF7byrFnU,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 2, Thành phố Biên Hòa,4,ENG02,824.0,800.0,8.37,8.78,8.41,8.76,7.98,7.47,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Khá,Khá,,,,,,
DFDC60C1XPvAibaEXe//oOov2hCsiVmE2ApVulti,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,THCS&THPT,Khu vực 3, Phường Bình Chiểu,3,ENG02,894.0,890.0,4.56,0.21,1.18,0.05,,,,,,,,,Yếu,Kém,Kém,Kém,,,,,,,,
8A9E274DXPvAibaEXe8SWoXWekDacAhXuSMjUqoe,2001.0,0.0,2019.0,0.0,14.0,CNCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG03,816.0,750.0,8.96,8.69,7.96,8.03,8.44,8.63,,,,,,,Giỏi,Giỏi,Khá,Giỏi,Giỏi,Giỏi,,,,,,
